text,H2CO2 ratio (molmol),CO2 conversion ratio(%),CH4 selectivity (%),CH4 yield(%)
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 3.62, Formation Energy: 0.175, Content: 1.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 79.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 74.659, CH4 selectivity: 97.936, CH4 yield: 73.118",4.0,74.659,97.936,73.118
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 30.0], Promoter: [Density: 7.59, Formation Energy: 0.148, Content: 7.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 63.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 400, Pressure: 5.0, Time: 2.0], Process: [Temperature: 270, Pressure: 5.0], WHSV: 12.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 93.373, CH4 selectivity: 91.222, CH4 yield: 85.177",4.0,93.373,91.222,85.177
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 80.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 46.535, CH4 selectivity: 88.748, CH4 yield: 41.299",4.0,46.535,88.748,41.299
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 40.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 30.0, Density B: 5.17, Formation Energy B: -2.367], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 500, Time: 24.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 2.2, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 80.828, CH4 selectivity: 99.832, CH4 yield: 80.692",4.0,80.828,99.832,80.692
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 79.0, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 5.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 180, Pressure: 1.0], WHSV: 7.4, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 0.0, CH4 selectivity: 0.0, CH4 yield: 0.0",3.5,0.0,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 6.12, Formation Energy: 0.019, Content: 5.0], Support: [Density A: 3.63, Formation Energy A: -2.995, Content A: 55.0, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 600, Time: 6.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 1.33, Content of inert components in raw materials: 10.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 61.499, CH4 selectivity: 99.442, CH4 yield: 61.156",4.0,61.499,99.442,61.156
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 2.61, Formation Energy: 0.045, Content: 1.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 79.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 1.923, CH4 selectivity: 13.937, CH4 yield: 0.268",4.0,1.923,13.937,0.268
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 5.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 95.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 5.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 0.5], Process: [Temperature: 390, Pressure: 1.0], WHSV: 2.5, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 59.087, CH4 selectivity: 97.604, CH4 yield: 57.671",4.0,59.087,97.604,57.671
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 440, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 70.228, CH4 selectivity: 97.876, CH4 yield: 68.736",4.0,70.228,97.876,68.736
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 37.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 63.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 4.0], Process: [Temperature: 110, Pressure: 1.0], WHSV: 12.5, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 0.532, CH4 selectivity: 84.438, CH4 yield: 0.449",4.0,0.532,84.438,0.449
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 9.2, Formation Energy: 0.025, Content: 15.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 70.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 2], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 7.047, CH4 selectivity: 92.814, CH4 yield: 6.541",4.0,7.047,92.814,6.541
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 5.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 95.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 700, Time: 2.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 9.1, Content of inert components in raw materials: 45.45 -> H2/CO2 ratio: 5.0, CO2 conversion ratio: 37.19, CH4 selectivity: 72.476, CH4 yield: 26.954",5.0,37.19,72.476,26.954
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 6.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 82.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 350, Time: 4.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 240, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 12.947, CH4 selectivity: 100.0, CH4 yield: 12.947",4.0,12.947,100.0,12.947
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 0.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 99.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 550, Pressure: 1.0, Time: 1.0], Process: [Temperature: 370, Pressure: 1.0], WHSV: 0.83, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 20.884, CH4 selectivity: 10.549, CH4 yield: 2.203",3.0,20.884,10.549,2.203
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 73.0, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 5.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 7.4, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 27.926, CH4 selectivity: 98.965, CH4 yield: 27.637",3.5,27.926,98.965,27.637
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 1.81, Formation Energy: 0.04, Content: 5.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 75.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 57.851, CH4 selectivity: 81.375, CH4 yield: 47.076",4.0,57.851,81.375,47.076
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 2.0], Reduction: [Temperature: 400, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 1.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 79.143, CH4 selectivity: 92.762, CH4 yield: 73.415",4.0,79.143,92.762,73.415
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 80.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 600, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 52.516, CH4 selectivity: 29.484, CH4 yield: 15.484",4.0,52.516,29.484,15.484
"Active component: [Density: 8.98, Formation Energy: 0.075, Content: 20.0], Promoter: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Support: [Density A: 1.95, Formation Energy A: -3.081, Content A: 65.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 1.664, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 4.286, CH4 selectivity: 95.38, CH4 yield: 4.088",4.0,4.286,95.38,4.088
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 6.12, Formation Energy: 0.019, Content: 2.0], Support: [Density A: 3.63, Formation Energy A: -2.995, Content A: 55.0, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 600, Time: 6.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 2.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 1.33, Content of inert components in raw materials: 10.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 14.987, CH4 selectivity: 99.957, CH4 yield: 14.981",4.0,14.987,99.957,14.981
"Active component: [Density: 12.38, Formation Energy: 0.022, Content: 1.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 99.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 5], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 600, Pressure: 1.0], WHSV: 4.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 53.59, CH4 selectivity: 23.894, CH4 yield: 12.805",4.0,53.59,23.894,12.805
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 5.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 95.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.33], Reduction: [Temperature: 425, Pressure: 1.0, Time: 1.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 4.167, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 3.904, CH4 selectivity: 80.0, CH4 yield: 3.123",3.0,3.904,80.0,3.123
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 3.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 0.5], Process: [Temperature: 500, Pressure: 1.0], WHSV: 6.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 74.684, CH4 selectivity: 94.534, CH4 yield: 70.602",4.0,74.684,94.534,70.602
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 40.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 30.0, Density B: 5.17, Formation Energy B: -2.367], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 500, Time: 24.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 2.0], Process: [Temperature: 310, Pressure: 1.0], WHSV: 2.2, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 91.62, CH4 selectivity: 99.832, CH4 yield: 91.466",4.0,91.62,99.832,91.466
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 8.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 91.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 1.0], Process: [Temperature: 425, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 20.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 81.531, CH4 selectivity: 99.727, CH4 yield: 81.308",4.0,81.531,99.727,81.308
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 1.81, Formation Energy: 0.04, Content: 3.0], Support: [Density A: 1.97, Formation Energy A: -3.02, Content A: 87.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 2], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 800, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 66.032, CH4 selectivity: 97.253, CH4 yield: 64.218",4.0,66.032,97.253,64.218
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 81.0, Density B: 4.99, Formation Energy B: -2.974], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 260, Pressure: 1.0], WHSV: 1.67, Content of inert components in raw materials: 33.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 42.216, CH4 selectivity: 99.741, CH4 yield: 42.107",4.0,42.216,99.741,42.107
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.9], Promoter: [Density: 7.59, Formation Energy: 0.148, Content: 4.1], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 83.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 200, Pressure: 10.0], WHSV: 10.0, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 3.546, CH4 selectivity: 99.959, CH4 yield: 3.545",4.0,3.546,99.959,3.545
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 9.2, Formation Energy: 0.025, Content: 3.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 41.0, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 5.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 71.007, CH4 selectivity: 97.893, CH4 yield: 69.511",4.0,71.007,97.893,69.511
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 3.62, Formation Energy: 0.175, Content: 2.5], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 77.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 500, Pressure: 1.0], WHSV: 5.26, Content of inert components in raw materials: 21.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 69.21, CH4 selectivity: 75.196, CH4 yield: 52.043",4.0,69.21,75.196,52.043
